CompanyName,JobRole,Experience,Skills,Industry
Silcosys Solutions,Test Automation Engineer – Core Software & Debugging,3-6 Yrs,"Test Automation, C++, C, QDSS, Data Analysis, Glink, Diag, Python",Technology
LeadSquared,"Senior Software Test Engineer, API Automation",2-4 Yrs,"Software Test Engineer, API Automation, Senior, Automation testing, Software, API Testing, Automation, API",Marketing Automation
Veeva Systems,Software Engineer - Test Automation,2-7 Yrs,"SAN, Health insurance, GIT, Life sciences, Selenium, Test cases, Open source, JIRA",Life Sciences
Veeva Systems,Senior Software Engineer - Test Automation - Mobile,4-8 Yrs,"SAN, Health insurance, Automation, GIT, Localization testing, Life sciences, Mobile testing, Android",Life Sciences
Veeva Systems,Senior Software Engineer - Test Automation,6-11 Yrs,"SAN, Health insurance, Automation, GIT, API Testing, Healthcare, Cosmetics, Life sciences",Life Sciences
Veeva Systems,Associate Software Engineer - Test Automation,1-6 Yrs,"SAN, Health insurance, GIT, Healthcare, Life sciences, Selenium, Test cases, Open source",Life Sciences
Veeva Systems,Senior Software Engineer - Test Automation (Digital Trials),5-8 Yrs,"SAN, XML, Healthcare, HTTP, JSON, Scrum, Selenium, Test cases",Life Sciences
Veeva Systems,Software Engineer - Test Automation,3-8 Yrs,"SAN, Automation, Test scripts, Debugging, Javascript, Agile, Selenium, Test cases",Life Sciences
Veeva Systems,Senior Software Engineer - Test Automation,7-12 Yrs,"SAN, Automation, Test scripts, Debugging, Javascript, Agile, Selenium, Test cases",Life Sciences
Veeva Systems,Senior Software Engineer - Test Automation,7-12 Yrs,"SAN, Automation, Linux, Debugging, Javascript, Agile, Selenium, Test cases",Life Sciences
Transporeon,Software Test Automation Engineer,3-6 Yrs,"Automation, XML, Debugging, Javascript, Agile, Workflow, XSLT, Selenium",Logistics
Angler Technologies,Software Test Automation Engineer,4-9 Yrs,"Automation, Manual testing, Testing tools, Test management, Web development, System integration, Selenium, Test cases",Marketing
Quantum Phinance,Quality Analyst - Software Tester,0-2 Yrs,"Quality Analysis, Manual Testing, Azure, Software Testing, test cases, JIRA, Analysis, Quality",Financial services.
Kongsberg Gruppen,Software Test Engineer,4-7 Yrs,"functional, software testing, automation testing, presentation skills, agile, test design, reporting, communication skills",Defense
Silcosys Solutions,Software/ VLSI Testing Engineer.,7-12 Yrs,"EDA tools, C++, Test Automation, C, FPGA, Software Testing, VLSI Testing, Test Planning",Technology
Surveymonkey,Senior Software Engineer in Test,2-5 Yrs,"QA, Automation testing, Manual testing, Monitoring tools, Web application, Javascript, Agile, splunk",Market Research
Chegg,Senior Software Engineer in Test,5-10 Yrs,"Automation, Access management, Test planning, HTTP, Selenium, Test cases, software quality, SQL",Education
Yucca It Solutions,Software Test Engineer,2-4 Yrs,"Automation, Usage, Automation testing, Manual testing, Networking, Compliance, Quality Analyst, Transmission",Information Technology (IT)
Slope Rate Techno,Software Engineer - Test 1,5-10 Yrs,"software development, software testing, regression testing, automation testing, test cases, manual testing, smoke testing, sql",Technology
Slope Rate Techno,Software Engineer - Test 1,5-11 Yrs,"software development, software testing, regression testing, automation testing, test cases, manual testing, smoke testing, sql",Technology
Slope Rate Techno,Software Engineer - Test 1,4-7 Yrs,"software development, software testing, regression testing, automation testing, test cases, manual testing, smoke testing, sql",Technology
Infinite Computer Solutions India Pvt. Ltd.,Senior Software Test Engineer,3-6 Yrs,"QA, Maven, SQL queries, Automation, Automation testing, GIT, Healthcare, QA automation",Information Technology (IT)
Xpheno,Software Test Engineer II,3-5 Yrs,"Software testing, Automation testing, Software Test Engineer II, Agile, Test scenarios, Project planning, Test cases, Customer service",Human Resources (HR) Tech
Xpheno,Software Test Engineer III,3-6 Yrs,"Loop, Automation testing, Construction, Test scenarios, Project planning, Hardware, Test cases, Customer service",Human Resources (HR) Tech
Beechi Vidya Kendra Trust,Software Test Engineer,3-5 Yrs,"Root cause analysis, Application testing, Automation testing, Usage, Testlink, SAAS, Manual, Test cases",Education
Innovaccer,Software Development Engineer in Test - I,2-4 Yrs,"Health insurance, Manager Quality Assurance, Skill development, Load testing, Agile scrum, Healthcare, Genetics, Agile methodology",Healthcare.
Adobe Systems India Pvt. Ltd.,Software Development Engineer in Test(Java),3-6 Yrs,"Graphic designing, Backend, Web development, Cloud, Data structures, Video editing, Adobe, Load balancing",Software
Wego,"Senior Software Development Engineer in Test (SDET), Flights",4-9 Yrs,"Automation testing, Manual testing, Manager Quality Assurance, Test scripts, Regression testing, Selenium, Ruby, Python",Travel
Pretium Partners,Software Development Engineer in Test,1-4 Yrs,"Automation, Automation testing, Interpersonal skills, Automation tools, Performance testing, Programming, Selenium, Test cases",N/A
Times Internet,Software Development Engineer in Test,1-3 Yrs,"automation framework, Framework design, Linux, Test scripts, Machine learning, Performance testing, Data structures, JSON",Media and Technology
Varite,Software Test Engineer II,0-6 Yrs,"SAN, SAS, Linux, Data management, Staffing, Windows, Digital marketing, Gaming","I need more information to determine the industry Varite belongs to.  ""Varite"" could be a company name in many different industries. Please provide additional details like:

* **What does Varite do?** (What products or services do they offer?)
* **Where is Varite located?** (What is their geographic focus?) 
* **What is their website?** 

With more context, I can help you identify the industry Varite is in."
Cotech Innovations,Software Test Engineer,0-4 Yrs,"automation framework, Manual testing, Test scripts, Functional testing, Performance testing, Test scenarios, E-commerce, Selenium",Technology
UST,Tester III - Software Testing,3-5 Yrs,"automation framework, Software testing, Automation testing, Project estimation, Test scripts, Agile scrum, Testing tools, Test execution",IT Services
Huntsmen & Barons,Software Test Engineer (Api Automation),5-10 Yrs,"Api Automation, Jenkins, Maven, Bdd, Rest Assured, Github, SDET, Selenium Webdriver",Luxury goods/fashion
Geeky Works,Software Engineer Test,0-4 Yrs,"Product quality, Web technologies, Testing tools, Web testing, Defect tracking, Programming, Selenium, Mantis",Technology
An MNC,Software Development Engineer in Test ( SDET ),6-9 Yrs,"Java, automation testing, Selenium, Rest api, Python, Jenkins, Maven, Docker","You're asking about a company called ""An MNC"". This isn't a specific company name, but rather a description. ""MNC"" stands for **Multinational Corporation**. 

Therefore, ""An MNC"" could belong to **any industry**."
Geeky Works,Software Engineer Test,0-4 Yrs,"Product quality, Web technologies, Testing tools, Web testing, Defect tracking, HTML, Selenium, Mantis",Technology
Aerial Telecom Solutions (ATS),Mobile Software Tester,6-8 Yrs,"Kanban, kotlin, Scrum, Mobile Application Testing, Ab Testing, Software Testing, Mobile testing, Application testing",Telecommunications
Era University,Security Software Tester,2-6 Yrs,"Security Testing, Automation, Threat Modeling, Documentation, Software, Security analysis, Modeling, Threat Analysis",Education
Vignana Solutions,Software Tester,1-3 Yrs,"Software testing Manual, spoken Engish, writing test cases, Software, Test cases, Manual, Manual testing, Case",IT (Information Technology)
UST,Tester III - Software Testing,3-5 Yrs,"Software testing, Automation, Test case execution, Test design, Test scenarios, Design development, Gap analysis, Test cases",IT Services
UST,Lead I - Software Testing,5-7 Yrs,"RCA, Business objects, Manager Quality Assurance, Test management, Test execution, Test design, Trend analysis, Test scenarios",IT Services
UST,Lead I - Software Testing,5-7 Yrs,"Manager Quality Assurance, Test management, Test execution, Test design, Test scenarios, Regression testing, Selenium, Manager Quality Control",IT Services
Sarvaha Systems,Software Development Engineer in Test (SDET),5-9 Yrs,"Python, c#, bdd, sdet, automation testing, test automation framework, test cases, test scripts",Software
Sarvaha Systems,Software Development Engineer in Test,5-7 Yrs,"Automation testing, Typescript, Playwright, exploratory testing, Docker, SDET, manual testing, test design",Software
Qcentrio,Software Development Engineer - Test - Selenium/Cucumber Testing,9-12 Yrs,"Selenium, POSTMAN, Cucumber Testing, SDET, TestNG, Automation Testing, Software engineering, Software",Software
Globeminds Technologies,Software Test Engineer,2-4 Yrs,"System testing, Automation testing, Web technologies, Bug reporting, Mobile applications, Test case creation, Software testing, Application",Information Technology (IT)
Grazign,Software Testing Engineer,1-2 Yrs,"Computer science, Software testing, Automation testing, Manager Quality Assurance, Testing tools, API Testing, Automation tools, Selenium",Software
Lenze Mechatronics,Software Test Engineer,1-5 Yrs,"Software testing, Core Java, Automation testing, Test scripts, Eclipse, Debugging, Test scenarios, Selenium",Automation
S&P Global Market Intelligence,Software Development Engineer in Test I,2-4 Yrs,"Software Development, software testing, Agile methodology, ADO Test cases, risk analysis, Software, Test cases, ADO",Financial Services
Damco Solutions,Software Development Engineer in Test (SDET),5-10 Yrs,"GIT, Testing tools, Javascript, Security testing, HTML, Selenium, software quality, Monitoring",Logistics
Siemens,Software Test Specialist - Opportunity To Cash,2-5 Yrs,"automation framework, Business services, Maven, Backend, Manual testing, Test scripts, Siemens, Selenium",Conglomerate
Headhunter,Software Test Engineer -Selenium / API,4-6 Yrs,"SOAP, selenium, Automation Testing, Postman, Selenium RC, SOAP UI, Restful, JSON",Recruitment.
Xenonstack,Software Engineer - Testing,0-2 Yrs,"Manager Quality Assurance, Testing tools, Javascript, Performance testing, HTML, Perl, Open source, Testing",IT
Xenonstack,Software Test Engineer,0-2 Yrs,"Manager Quality Assurance, XML, Javascript, Performance testing, HTML, Perl, Apache, Troubleshooting",IT
Fujisakura Technologies,Software Test Engineer,0-2 Yrs,"Test case execution, Test scenarios, Japanese, Testing, Case, Test execution, Execution, Software",IT
Prefortune Softweb Solution,Software Tester / QA Engineer,0-2 Yrs,"Computer science, ERP, PDF, Test scripts, Analytical, Web development, Test cases, Outsourcing",Software Development
Xenonstack,Associate Software Test Engineer,0-2 Yrs,"Unix, Automation, Manual testing, Linux, Coding, Windows, Open source, SDLC",IT
Reliable Software Systems,Software Test Engineer -Desktop Application,0-3 Yrs,"Usage, Manual testing, Manager Quality Assurance, User interaction, Interaction design, Test cases, Application software, Statistics",Software Industry
Kong,Senior Software Engineer in Test Konnect Cloud (Bangalore),5-8 Yrs,"rest, software testing, testing tools, saas, paas, test cases, api testing, grpc",API
Highpoints Technologies India,Software Test engineer,3-6 Yrs,"continuous integration, Backend, Translation, jQuery, Version control, GIT, Coding, Troubleshooting",Information Technology (IT)
Drivetrain,Software Development Engineer in Test (SDET),2-5 Yrs,"SAN, Automation, Manual testing, Manager Quality Assurance, Test scripts, Test execution, Financial planning, Javascript",Automotive
Ipropal,Software Test Engineer,1-4 Yrs,"software testing, network installation, networking, software installation, software troubleshooting, system administration, technical support, desktop engineering",Software
Copado,Software Development Engineer in Test,3-7 Yrs,"salesforce, continuous integration, cd, python, software testing, writing, manual testing, ci/cd",Software
Drivetrain,Lead - Software Development Engineer in Test (SDET) / QA Manager,5-8 Yrs,"SAN, Automation, Manual testing, Manager Quality Assurance, Team management, Test execution, Financial planning, Selenium",Automotive
Response Informatics,Software Development Engineer in Test,1-4 Yrs,"Testing, Software, Software testing, Development, Software development",Healthcare
Kong,Senior Software Engineer in Test - Konnect Cloud,5-8 Yrs,"Web technologies, Production support, Test strategy, Testing tools, Functional testing, PAAS, Test execution, Cloud",API
Leading Client,Software Test Engineer - RIFT team,3-4 Yrs,"Software Testing, My SQL, SOAPUI, TestNG, MS SQL-Server 2012, SQL Queries, Selenium, Postman","It's impossible to determine the industry of ""Leading Client"" without more information. This name is too generic and could apply to companies in any sector."
Our client is USD 20 Billion Dollar Global Automotive Giant,Sr.Engineer/ Engineer - Testing - Model Based Software,1-6 Yrs,"MATLAB, AUTOSAR, Embedded Sw Development, Powertrain, C, Ascet, SVN, Simulink",The industry is **Automotive**.
Dynamo Ai,Software Engineer - Testing,1-4 Yrs,"automation framework, Computer science, Process design, Automation testing, Development Manager, Coding, Selenium, Test cases",Artificial Intelligence (AI)
